RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS
2,0204251,NY0001392463,"HUDSON TECHNOLOGIES, INC.",25 TORNE VALLEY RD.,,HILLBURN,NY,10931,17,ROCKLAND,36087.0,41.130139,-74.164861,N,Proposed for NPL,N,N
2,0204054,NY0001408749,BARTLETT TREE COMPANY,345 UNION AVE,,WESTBURY,NY,11590,03,NASSAU,36059.0,,,N,Not on the NPL,N,N
2,0204053,NY0001408756,WILLIAMSON LANDFILL,POUND ROAD,,WILLIAMSON,NY,14589,29,WAYNE,36117.0,,,N,Not on the NPL,N,N
2,0204112,NY0002005742,BUTTERNUTS LANDFILL,SOUTH NEW BERLIN ROAD,,SOUTH NEW BERLIN,NY,13843,32,OTSEGO,36077.0,,,N,Not on the NPL,N,N
2,0204114,NY0002021889,HOPKINS AVENUE ABANDONED TRAILER,666 TIFFT STREET (NEAR HOPKINS AVE.),,BUFFALO,NY,14220,30,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0204141,NY0002268845,AMERICAN LAFRANCE FACILITY,1051 SOUTH MAIN STREET,,SOUTHPORT,NY,14905,,CHEMUNG,36015.0,,,N,Not on the NPL,N,N
2,0204142,NY0002268860,MODOCK ROAD SPRINGS,MODOCK ROAD,,VICTOR,NY,14564,,ONTARIO,36069.0,,,N,Not on the NPL,N,N
2,0204146,NY0002271666,LEASTMAN LANDFILL,EAST SIDE OF WEST KENDALL ROAD,,KENDALL,NY,14476,,ORLEANS,36073.0,,,N,Not on the NPL,N,N
2,0204148,NY0002318889,SMITHTOWN GROUND WATER CONTAMINATION,"ST. JAMES, NISSEQUOGUE %26 HEAD OF HARBOR",,SMITHTOWN,NY,11780,01,SUFFOLK,36103.0,40.887806,-73.174778,N,Currently on the Final NPL,N,N
2,0204151,NY0002329183,LAKE AVENUE MERCURY,619 LAKE AVENUE,,ROCHESTER,NY,14613,28,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0204175,NY0002455756,CONSOLIDATED IRON AND METAL,EAST END OF WASHINGTON STREET,,NEWBURGH,NY,12550,18,ORANGE,36071.0,41.498028,-74.005639,N,Deleted from the Final NPL,N,N
2,0202425,NY0213820830,SENECA ARMY DEPOT,FAYETTE RD,,ROMULUS,NY,14541,23,SENECA,36099.0,42.75,-76.85445,N,Currently on the Final NPL,Y,Y
2,0202427,NY1570024249,GRUMMAN AEROSPACE,WADING RIVER MANOR RD,,CALVERTON,NY,11933,26,SUFFOLK,36103.0,,,N,Not on the NPL,Y,N
2,0202428,NY2170022162,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,SOUTH OYSTER BAY ROAD,,BETHPAGE,NY,11714,04,NASSAU,36059.0,,,N,Not on the NPL,Y,Y
2,0202738,NY3360007279,JAMES J. PETERS VA MEDICAL CENTER,130 West Kingsbridge Road Room GC-100,,BRONX,NY,10468,,BRONX,36005.0,,,N,Not on the NPL,Y,Y
2,0202433,NY4210020281,FORT DRUM,BTWN RTS 3 %26 11,,WATERTOWN,NY,13601,24,JEFFERSON,36045.0,,,N,Not on the NPL,Y,Y
2,0204545,NY4210021412,MAJOR O%27DONOVAN AFR CENTER,90 N. MAIN STREET,,ALBANY,NY,12203,,ALBANY,36001.0,,,N,Not on the NPL,Y,Y
2,0202438,NY4571924451,GRIFFISS AIR FORCE BASE (11 AREAS),GRIFFISS AIR FORCE BASE,,ROME,NY,13440,22,ONEIDA,36065.0,43.233331,-75.416661,N,Currently on the Final NPL,Y,Y
2,0202439,NY4571924774,PLATTSBURGH AIR FORCE BASE,PLATTSBURGH AFB,,PLATTSBURGH,NY,12901,21,CLINTON,36019.0,44.6575,-73.464719,N,Currently on the Final NPL,Y,Y
2,0200634,NY6360010312,VA MEDICAL CENTER NORTHPORT,79 Middleville Road ,,NORTHPORT,NY,11768,,SUFFOLK,36103.0,,,N,Not on the NPL,Y,Y
2,0202739,NY6360010387,DEPARTMENT OF VETERANS AFFAIRS NY HARBOR HEALTHCARE SYSTEM MANHATTAN,423 E. 23rd Street,,NEW YORK,NY,10010,,NEW YORK,36061.0,,,N,Not on the NPL,Y,Y
2,0206694,NY7169170001,US MERCHANT MARINE ACADEMY,300 STEAMBOAT ROAD ,,KINGS POINT,NY,11024,,NASSAU,36059.0,,,N,Not on the NPL,Y,Y
2,0202841,NY7890008975,BROOKHAVEN NATIONAL LABORATORY (USDOE),53 BELL AVE,,UPTON,NY,11961,01,SUFFOLK,36103.0,40.86,-72.869583,N,Currently on the Final NPL,Y,Y
2,0203162,NY8170024790,NAVAL UNDERWATER SYSTEMS CENTER,FISHERS ISLAND,,FISHER ISLAND,NY,06390,01,SUFFOLK,36103.0,,,N,Not on the NPL,Y,Y
2,0202449,NY8360007282,VA HOSPITAL,RTE 9D,,CASTLE POINT,NY,12511,25,DUTCHESS,36027.0,,,N,Not on the NPL,Y,Y
2,0200646,NY9360010251,CANANDAIGUA VA MEDICAL CENTER,400 Fort Hill Avenue,,CANANDAIGUA,NY,14424,,ONTARIO,36069.0,,,N,Not on the NPL,Y,Y
2,0202736,NY9960009935,US CORPS OF ENGINEERS WHITNEY POINT LAKE AND DAM,5327 Upper Lisle Road - Rt 26,,WHITNEY POINT,NY,13862,,BROOME,36007.0,,,N,Not on the NPL,Y,Y
2,0201220,NYD000512467,FAIRCHILD REPUBLIC,BOARD HOLLOW RD,,FARMINGDALE,NY,11735,03,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201225,NYD000512608,FORT EDWARD LF (ACTIVE),JOHN ST EXTENSION,,FORT EDWARD,NY,12828,29,WASHINGTON,36115.0,,,N,Not on the NPL,N,N
2,0201226,NYD000512616,OLD FORT EDWARD LF,MCINTYRE ST,,FORT EDWARD,NY,12828,29,WASHINGTON,36115.0,,,N,Not on the NPL,N,N
2,0201227,NYD000512624,FT MILLER LF,PATERSON RD,,FT MILLER,NY,12828,29,WASHINGTON,36115.0,,,N,Not on the NPL,N,N
2,0201230,NYD000512665,KINGSBURY LF,BURGOYNE AVE,,HUDSON FALLS,NY,12839,29,WASHINGTON,36115.0,,,N,Not on the NPL,N,N
2,0201232,NYD000512731,WHITESTOWN LF,SHACKSBURY RD,,WHITESTOWN,NY,13490,31,ONEIDA,36065.0,,,N,Not on the NPL,N,N
2,0201234,NYD000512780,CORTLAND CTY LF,TOWN LINE RD,,SOLON,NY,13055,32,CORTLAND,36023.0,,,N,Not on the NPL,N,N
2,0201236,NYD000512848,MADISON WIRE WORKS CO INC,324 INDIAN CHURCH RD,,WEST SENECA,NY,14224,30,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0201240,NYD000513713,ALTIFT REALTY,TIFFT ST,,BUFFALO,NY,14220,37,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0201262,NYD000514141,GRATWICK RIVERSIDE PARK,RIVER ROAD,,NORTH TONAWANDA,NY,14120,36,NIAGARA,36063.0,,,N,Not on the NPL,N,N
2,0201265,NYD000514216,LOCKPORT CITY LF,OAKHURST RD,,LOCKPORT,NY,14094,36,NIAGARA,36063.0,,,N,Not on the NPL,N,N
2,0201266,NYD000514257,NIAGARA COUNTY REFUSE,WITMER RD,,WHEATFIELD,NY,14150,26,NIAGARA,36063.0,43.06055,-78.906111,N,Deleted from the Final NPL,N,N
2,0203430,NYD000514844,PATTON%27S BUSY BEE DISPOSAL SER,RD1 ALFRED STATION,,ALFRED STATION,NY,14803,34,ALLEGANY,36003.0,,,N,Not on the NPL,N,N
2,0201277,NYD000517292,DUTCHESS SANITATION SERVICES,275 VAN WAGNER RD,,POUGHKEEPSIE,NY,12603,25,DUTCHESS,36027.0,,,N,Not on the NPL,N,N
2,0202817,NYD000521807,EVANS CHEMETICS,228 E MAIN ST,,WATERLOO,NY,13165,33,SENECA,36099.0,,,N,Not on the NPL,N,N
2,0201289,NYD000606616,HAVERSTRAW LF,RIVER RD,,HAVERSTRAW,NY,10927,26,ROCKLAND,36087.0,,,N,Not on the NPL,N,N
2,0201290,NYD000606947,LOVE CANAL,E OF 97TH ST/W OF 99TH ST,,NIAGARA FALLS,NY,14304,28,NIAGARA,36063.0,43.079719,-78.94945,N,Deleted from the Final NPL,N,N
2,0203059,NYD000631960,SPRAYLAT CORPORATION,117 ANDERSON AVE.,,MOUNT VERNON,NY,10550,20,WESTCHESTER,36119.0,,,N,Not on the NPL,N,N
2,0202831,NYD000688630,ASHLAND II,3701 RIVER RD.,,TONAWANDA,NY,14150,32,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0204074,NYD000692368,RAECO PRODUCTS,10 AMBROSE STREET,,ROCHESTER,NY,14608,28,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0203057,NYD000692913,LITHIUM SYSTEMS DIVISION,60 ELM STREET,,NORTH TARRYTOWN,NY,10591,20,WESTCHESTER,36119.0,,,N,Not on the NPL,N,N
2,0201296,NYD000693036,ROTRON INC,DUBOIS ROAD,,SAUGERTIES,NY,12481,27,ULSTER,36111.0,,,N,Not on the NPL,N,N
2,0204093,NYD000694257,MORGAN CHEMICALS INC.,373 HERTEL AVENUE,,BUFFALO,NY,14207,02,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0202968,NYD000726786,RITE-OFF INC.,1545 5TH INDUSTRIAL COURT,,BAY SHORE,NY,11706,02,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201302,NYD000813428,"JONES CHEMICALS, INC.",100 SUNNY SOL BLVD,,CALEDONIA,NY,14423,27,LIVINGSTON,36051.0,42.976531,-77.845561,N,Currently on the Final NPL,N,N
2,0201306,NYD000831644,HOOKER (HYDE PARK),HYDE PARK BLVD,,NIAGARA FALLS,NY,14304,27,NIAGARA,36063.0,43.131111,-79.036669,N,Deleted from the Final NPL,N,N
2,0201308,NYD000861195,ORANGE COUNTY SANITARY LANDFILL,ROUTE 17M,,GOSHEN,NY,10924,26,ORANGE,36071.0,,,N,Not on the NPL,N,N
2,0203448,NYD001229350,"NELSON GALVANIZING, INC",11-02 BROADWAY,,LONG ISLAND CITY,NY,11106,07,QUEENS,36081.0,,,N,Not on the NPL,N,N
2,0204218,NYD001344456,JACKSON STEEL,435 FIRST STREET,,MINEOLA/NORTH HEMPSTEAD,NY,11501,04,NASSAU,36059.0,40.738806,-73.652694,N,Deleted from the Final NPL,N,N
2,0201319,NYD001367150,CANTOR BROTHERS INC,ENGINEERS LANE,,TOWN OF BABYLON,NY,11735,02,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201321,NYD001394881,MAGNA METALS,510 Furnace Dock Road,,CORTLANDT MANOR,NY,10567,04,WESTCHESTER,36119.0,41.2745,-73.8704,N,Currently on the Final NPL,N,N
2,0201322,NYD001396894,TUCK INDUSTRIES INC,248 TIORANDA AVE,,BEACON,NY,12508,25,DUTCHESS,36027.0,,,N,Not on the NPL,N,N
2,0201324,NYD001485226,ANCHOR CHEMICALS,500 WEST JOHN STREET,,HICKSVILLE,NY,11801,03,NASSAU,36059.0,40.766389,-73.546389,N,Deleted from the Final NPL,N,N
2,0203582,NYD001493857,CONEY ISLAND ELECTROPLATING WORKS,2702 Stillwell Avenue,,BROOKLYN,NY,11224,,KINGS,36047.0,,,N,Not on the NPL,N,N
2,0201325,NYD001533165,"SMS INSTRUMENTS, INC.",120 MARCUS BLVD,,DEER PARK,NY,11729,02,SUFFOLK,36103.0,40.760002,-73.318491,N,Deleted from the Final NPL,N,N
2,0202850,NYD001667872,"RADIUM CHEMICAL CO., INC.",66-06 27TH STREET,,QUEENS,NY,11377,07,QUEENS,36081.0,40.76,-73.9025,N,Deleted from the Final NPL,N,N
2,0203690,NYD001701382,MAJESTIC WEAVING,2 MILL STREET,,CORNWALL,NY,12518,21,ORANGE,36071.0,,,N,Not on the NPL,N,N
2,0206422,NYD001725878,ULANO CORP,601 BERGEN ST,,BROOKLYN,NY,11238-3405,11,KINGS,36047.0,,,N,Not on the NPL,N,N
2,0201335,NYD002041531,"LAWRENCE AVIATION INDUSTRIES, INC.",SHEEP PASTURE ROAD,,PORT JEFFERSON STATION,NY,11776,01,SUFFOLK,36103.0,40.928139,-73.069194,N,Currently on the Final NPL,N,N
2,0201336,NYD002043701,DZUS FASTENER CO INC,425 UNION BLVD,,WEST ISLIP,NY,11795,02,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201337,NYD002044139,PEERLESS PHOTO PRODUCTS INC,RTE 25A,,SHOREHAM,NY,11786,01,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201338,NYD002044584,CLAREMONT POLYCHEMICAL,501 WINDING ROAD,,OLD BETHPAGE,NY,11804,03,NASSAU,36059.0,40.7576,-73.4432,N,Currently on the Final NPL,N,N
2,0201964,NYD002048627,GLARO,735 OLD WILLETS PATH,,HAUPPAUGE,NY,11787,03,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201343,NYD002049690,CARDWELL CONDENSOR CORP,80 E. MONTAUK HIGHWAY,,LINDENHURST,NY,11757,02,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201344,NYD002050110,GENZALE PLATING CO.,288 NEW HYDE PARK ROAD,,FRANKLIN SQUARE,NY,11010,04,NASSAU,36059.0,40.7153,-73.6777,N,Currently on the Final NPL,N,N
2,0203710,NYD002059202,ROCKAWAY METAL PRODUCTS,175 ROGER AVENUE,,INWOOD,NY,11696,04,QUEENS,36081.0,,,N,Not on the NPL,N,N
2,0201346,NYD002059517,"TRONIC PLATING CO., INC.",168 CENTRAL AVENUE,,FARMINGDALE,NY,11735,02,SUFFOLK,36103.0,40.7538,-73.4077,N,Deleted from the Final NPL,N,N
2,0204280,NYD002064004,KARG BROTHERS INC.,6-20 E. FULTON STREET,,JOHNSTOWN,NY,12095,24,FULTON,36035.0,,,N,Not on the NPL,N,N
2,0204256,NYD002064269,SHURKATCH FISHING TACKLE COMPANY,50 ELM STREET,,RICHFIELD SPRINGS,NY,13439,23,OTSEGO,36077.0,,,N,Not on the NPL,N,N
2,0201350,NYD002066330,AMERICAN THERMOSTAT CO.,RTE 23 B,,SOUTH CAIRO,NY,12482,19,GREENE,36039.0,42.266939,-73.941111,N,Currently on the Final NPL,N,N
2,0204295,NYD002066686,INDEPENDENT LEATHER MFG. CORP.,315-53 S. MAIN STREET,,GLOVERSVILLE,NY,12078,24,FULTON,36035.0,,,N,Not on the NPL,N,N
2,0201353,NYD002067924,STERLING DRUG INC SITE #1,33 RIVERSIDE AVE,,RENSSELAER,NY,12144,29,RENSSELAER,36083.0,,,N,Not on the NPL,N,N
2,0201354,NYD002069557,ATLANTIC CEMENT,ROUTE 9W,,COEYMANS,NY,12045,29,ALBANY,36001.0,,,N,Not on the NPL,N,N
2,0201355,NYD002069573,AMERICAN VALVE,170 MANSION ST,,COXSACKIE,NY,12051,29,GREENE,36039.0,,,N,Not on the NPL,N,N
2,0205055,NYD002070985,CROWN LEATHER FINISHING INC.,422 NORTH PERRY STREET,,JOHNSTOWN,NY,12095,21,FULTON,36035.0,,,N,Not on the NPL,N,N
2,0204357,NYD002071348,GORDON FINISHING COMPANY,19 WEST STATE STREET,,JOHNSTOWN,NY,12095,24,FULTON,36035.0,,,N,Not on the NPL,N,N
2,0201358,NYD002073633,ADIRONDACK STEEL,SHAKER RD,,WATERVLIET,NY,12189,21,ALBANY,36001.0,,,N,Not on the NPL,N,N
2,0205830,NYD002075737,STEVENS %26 THOMPSON PAPER COMPANY,192 MILL ROAD (CR 53),,GREENWICH,NY,12834,20,WASHINGTON,36115.0,,,N,Not on the NPL,N,N
2,0204500,NYD002077444,C %26 F PLATING CO INC,406 NORTH PEARL STREET,,ALBANY,NY,12207,21,ALBANY,36001.0,,,N,Not on the NPL,N,N
2,0202779,NYD002079374,ROYAL METALS PRODUCTS,WEST ROAD,,SURPRISE,NY,12176,24,GREENE,36039.0,,,N,Not on the NPL,N,N
2,0201365,NYD002081230,BENDIX CORP/FRICTION MATERIALS DIV,BETWEEN COHOES AND TIBETTS AVE.,,GREEN ISLAND,NY,12183,29,ALBANY,36001.0,,,N,Not on the NPL,N,N
2,0201368,NYD002088508,KORKAY INC,70 WEST MAIN ST,,BROADALBIN,NY,12025,31,FULTON,36035.0,,,N,Not on the NPL,N,N
2,0205838,NYD002100469,HASBROUCK PLASTICS  INC.,1975 LAKEVIEW ROAD,,LAKEVIEW,NY,14085,27,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0201380,NYD002105534,COLUMBUS MCKINNON CORP,FILLMORE %26 FREMONT ST,,TONAWANDA,NY,14150,36,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0201383,NYD002106102,WESTINGHOUSE FOUNDRY,40 FAVOR STREET,,ATTICA,NY,14011,27,WYOMING,36121.0,,,N,Not on the NPL,N,N
2,0201388,NYD002106938,HOOKER CHEM %26 PLASTICS,600-680 WALCK RD,,NORTH TONAWANDA,NY,14120,36,NIAGARA,36063.0,,,N,Not on the NPL,N,N
2,0200545,NYD002108579,ADM MILLING COMPANY,250 Ganson Street,,BUFFALO,NY,14203-3048,26,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0204460,NYD002111375,BUFFALO WEAVING %26 BELTING COMPANY,260 CHANDLER STREET,,BUFFALO,NY,14207,27,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0201400,NYD002115301,DUSSAULT FOUNDRY,2 WASHBURN ST.,,LOCKPORT,NY,14094,29,NIAGARA,36063.0,,,N,Not on the NPL,N,N
2,0204264,NYD002115822,MONROE ELECTRONICS,100 HOUSEL AVENUE,,VILLAGE OF LYNDONVILLE,NY,14098,,ORLEANS,36073.0,,,N,Not on the NPL,N,N
2,0201410,NYD002123792,UNION CARBIDE INDUSTRIAL GASES INC.,175 E PARK DR,,TONAWANDA,NY,14151,36,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0201412,NYD002124063,US CHROME CORP,31 SWAN STREET,,BATAVIA,NY,14020,35,GENESEE,36037.0,,,N,Not on the NPL,N,N
2,0204159,NYD002133841,CHEMICAL SALES CORP,1382 NIAGARA STREET,,BUFFALO,NY,14201,,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0202575,NYD002204063,HARDINGE BROTHERS,1420 COLLEGE AVENUE,,ELMIRA,NY,14901,39,,,,,N,Not on the NPL,N,N
2,0204143,NYD002206142,LABELON CORPORATION,10 CHAPIN STREET,,CANANDAIGUA,NY,14424,,ONTARIO,36069.0,,,N,Not on the NPL,N,N
2,0203410,NYD002207520,GENESEE VALLEY METAL FINISHING,242-244 Verona Street,,ROCHESTER,NY,14608-1708,25,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0201426,NYD002209567,GEORGE A ROBINSON %26 CO,477 WHITNEY RD,,EAST ROCHESTER,NY,14445,34,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0201427,NYD002209625,JARL EXTRUSIONS,860 WEST LINDEN AVENUE,,PITTSFORD,NY,14534,34,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0206546,NYD002209716,QUALITROL CO LLC,1385 FAIRPORT ROAD,,FAIRPORT,NY,14450-1309,28,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0204494,NYD002216125,LUSTER-COATE METALLIZING CORP.,32 EAST BUFFALO STREET,,CHURCHVILLE,NY,14428,27,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0201433,NYD002217008,PENN YAN BOATS (AMERICAN MARINE CORP.),WADDELL AVE,,PENN YAN,NY,14527,34,YATES,36123.0,,,N,Not on the NPL,N,N
2,0204531,NYD002217123,KLEEN BRITE LABORATORIES - FAIR STREET,100 FAIR STREET,,BROCKPORT,NY,14420,29,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0204139,NYD002220523,ROCHESTER METAL ETCHING CO.,100 LAKE AVENUE,,ROCHESTER,NY,14608,,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0201435,NYD002220804,OLIN CHEMICAL CORPORATION,100 MCKEE ROAD,,ROCHESTER,NY,14611,35,MONROE,36055.0,,,N,Not on the NPL,N,N
2,0201437,NYD002225100,GOULDS PUMPS ENG,240 FALL ST,,SENECA FALLS,NY,13148,33,SENECA,36099.0,,,N,Not on the NPL,N,N
2,0204263,NYD002227072,FOSTER PAPER CO.,2160 ERIE STREET,,UTICA,NY,13502,23,ONEIDA,36065.0,,,N,Not on the NPL,N,N
2,0201442,NYD002228682,POTTER PAINT CO INC,24 CRAWFORD ST,,CORTLAND,NY,13045,32,CORTLAND,36023.0,,,N,Not on the NPL,N,N
2,0205034,NYD002228815,DUOFOLD INC - MOHAWK VALLEY WAREHOUSE,9 CANAL STREET,,MOHAWK,NY,13407,23,HERKIMER,36043.0,,,N,Not on the NPL,N,N
2,0201445,NYD002229169,DEFERIET PAPER MILL,400 Anderson Avenue,,DEFERIET,NY,13628,30,JEFFERSON,36045.0,,,N,Not on the NPL,N,N
2,0205829,NYD002229326,HM QUACKENBUSH INC,220 PROSPECT STREET,,HERKIMER,NY,13550,24,HERKIMER,36043.0,,,N,Not on the NPL,N,N
2,0201448,NYD002230977,CHICAGO PNEUMATIC TOOL CO,2200 BLEECKER ST,,FRANKFORT (TOWN OF),NY,13503,31,HERKIMER,36043.0,,,N,Not on the NPL,N,N
2,0201452,NYD002232957,"ROBINTECH, INC./NATIONAL PIPE CO.",3421 OLD VESTAL ROAD,,TOWN OF VESTAL,NY,13850,22,BROOME,36007.0,42.1049,-75.9922,N,Currently on the Final NPL,N,N
2,0203136,NYD002233245,FORMER STANDARD SHADE ROLLER,541 Covington Street,,OGDENSBURG,NY,13669,21,ST. LAWRENCE,36089.0,,,N,Not on the NPL,N,N
2,0202707,NYD002238665,2214 WHITESBORO STREET,2214 Whitesboro Street,,UTICA,NY,13502,22,ONEIDA,36065.0,,,N,Not on the NPL,N,N
2,0201463,NYD002244911,BENDIX FLUID POWER DIVISION,211 SEWARD AVENUE,,UTICA,NY,13502,25,ONEIDA,36065.0,,,N,Not on the NPL,N,N
2,0203253,NYD002245819,TIOGA CASTING FACILITIES,1 FOUNDRY STREET,,OWEGO,NY,13827,26,TIOGA,36107.0,,,N,Not on the NPL,N,N
2,0201465,NYD002245967,REYNOLDS METALS CO,"PO BOX 500, S GRASSE RIVER RD",,MASSENA,NY,13662,24,ST. LAWRENCE,36089.0,,,N,Not on the NPL,N,N
2,0202603,NYD002249563,BOSSERT MFG.,1002 OSWEGO ST.,,UTICA,NY,13501,25,ONEIDA,36065.0,,,N,Not on the NPL,N,N
2,0201470,NYD002415404,JAMECO INDUSTRIES INC,248 WYANDANCH AVE,,WYANDANCH,NY,11798,03,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201471,NYD002418911,SERVO CORP,111 NEW S RD,,HICKSVILLE,NY,11801,04,NASSAU,36059.0,,,N,Not on the NPL,N,N
2,0201472,NYD002426757,ROYAL CARTING SERVICE,RTE 82,,EAST FISHKILL,NY,12533,25,DUTCHESS,36027.0,,,N,Not on the NPL,N,N
2,0201473,NYD002427953,STAMPLATE INC,COTTAGE ST,,WALLKILL,NY,12589,26,ULSTER,36111.0,,,N,Not on the NPL,N,N
2,0201477,NYD002920312,HOOKER CHEMICAL %26 PLASTICS CORP./RUCO POLYMER CORP.,NEW SOUTH ROAD,,HICKSVILLE,NY,11801,03,NASSAU,36059.0,40.7575,-73.504169,N,Currently on the Final NPL,N,N
2,0201480,NYD003909694,NIAGARA MOHAWK CHERRY FARM,RIVER ROAD,,TONAWANDA,NY,14150,36,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0201485,NYD004986675,HERB REDL DEMO %26 RUBBISH,SALT PT TPKE,,POUGHKEEPSIE,NY,12603,25,DUTCHESS,36027.0,,,N,Not on the NPL,N,N
2,0202702,NYD004986741,SAINT-GOBAIN PERFORMANCE PLASTICS,14 McCaffrey Street,,VILLAGE OF HOOSICK FALLS,NY,12090,19,RENSSELAER,36083.0,42.8943,-73.3566,N,Currently on the Final NPL,N,N
2,0201491,NYD010959757,MARATHON BATTERY CORP.,KEMBLE AVENUE,,COLD SPRINGS,NY,10516,19,PUTNAM,36079.0,41.416111,-73.954719,N,Deleted from the Final NPL,N,N
2,0201492,NYD010968014,CARROLL %26 DUBIES SEWAGE DISPOSAL,CANAL STREET,,PORT JERVIS,NY,12771,18,ORANGE,36071.0,41.3942,-74.6681,N,Currently on the Final NPL,N,N
2,0204160,NYD012758322,NEW YORK TWIST DRILL,25 MELVILLE PARK RD.,,MELVILLE,NY,11747,,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0203772,NYD013326483,MONARCH CHEMICAL CO,37 MEADOW ST,,UTICA,NY,13503,25,ONEIDA,36065.0,,,N,Not on the NPL,N,N
2,0203925,NYD013351440,FRIEDRICHSOHN%27S COOPERAGE,153-155 SARATOGA AVENUE,,WATERFORD,NY,12188,21,SARATOGA,36091.0,,,N,Not on the NPL,N,N
2,0202796,NYD013384219,GENESEE SANO %26 GRAVEL,"PHILIPS ROAD, P.O. BOX 707",,FISHERS (TOWN OF VICTOR),NY,14453,30,ONTARIO,36069.0,,,N,Not on the NPL,N,N
2,0201507,NYD013468939,LUDLOW SAND %26 GRAVEL,HOLMAN CITY RD,,CLAYVILLE,NY,13322,22,ONEIDA,36065.0,42.959169,-75.226389,N,Deleted from the Final NPL,N,N
2,0202697,NYD013703632,BERN METALS,22 BENDER STREET,,BUFFALO,NY,14201,30,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0204376,NYD013721907,FELDMAN BARREL %26 DRUM,35 NEWELL STREET,,BUFFALO,NY,14206,30,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0205812,NYD013771217,SWEET KLEEN LAUNDRY,760 KENSINGTON AVENUE,,BUFFALO,NY,14215,28,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0204536,NYD034557108,ARYL INC.,21 ISABELLE STREET,,BUFFALO,NY,14207,29,ERIE,36029.0,,,N,Not on the NPL,N,N
2,0201521,NYD038150264,BROOKHAVEN LF,HORSE BLOCK RD,,YAPHANK,NY,11980,01,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201528,NYD039138789,PHELPS DODGE REFINING CORP,42-02 56TH RD,,MASPETH,NY,11378,09,QUEENS,36081.0,,,N,Not on the NPL,N,N
2,0203988,NYD040461311,"PRESTIGELINE, INC",5 INEZ DRIVE,,BRENTWOOD,NY,11717,02,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0201533,NYD042459347,"N. STORONSKE COOPERAGE COMPANY, INC.",6 KRAFT ROAD,,CASTLETON,NY,12061,23,RENSSELAER,36083.0,,,N,Not on the NPL,N,N
2,0201541,NYD043815703,FRONTIER CHEM WASTE,4626 ROYAL AVENUE,,NIAGARA FALLS,NY,14303,29,NIAGARA,36063.0,,,N,Not on the NPL,N,N
2,0202691,NYD043835081,"AIR TECHNIQUES, INC",70 CANTIAGUE ROCK ROAD,,HICKSVILLE,NY,11801,04,NASSAU,36059.0,,,N,Not on the NPL,N,N
2,0201542,NYD044466910,SPECTRUM FINISHING CORP,50 DALE ST,,WEST BABYLON,NY,11704,02,SUFFOLK,36103.0,,,N,Not on the NPL,N,N
2,0204013,NYD044472876,STONE BOULEVARD,STONE BLVD %26 5680 MERRICK ROAD,,MASSAPEQUA,NY,11758,04,NASSAU,36059.0,,,N,Not on the NPL,N,N
2,0202687,NYD044476836,"FUMEX SANITATION, INC.",131 HERRICKS ROAD,,NEW HYDE PARK,NY,11040,03,NASSAU,36059.0,,,N,Not on the NPL,N,N
